Gene,Effect,HRE
ANKDD1A,NO,NO
MPHOSPH6,NO,NO
GAL3ST2,NO,NO
ZMYND15,NO,NO
SEPN1,NO,NO
MRPL44,NO,NO
HKDC1,NO,NO
RPL6,NO,NO
CYFIP1,NO,NO
OR3A3,NO,NO
USHBP1,NO,NO
MYH15,NO,NO
PCDHB2,NO,NO
MEOX2,NO,NO
MTBP,NO,NO
CUBN,NO,NO
ANUBL1,NO,NO
SCGB1D2,NO,NO
PTDSS2,NO,NO
SNRPA1,NO,NO
TEX101,NO,NO
VTCN1,NO,NO
ARHGEF16,NO,NO
SPRR1A,NO,NO
GNAT1,NO,NO
CDCP1,NO,NO
HIST1H2BG,NO,NO
MYOM2,NO,NO
KRTAP5-9,NO,NO
FUT6,NO,NO
TAF1,NO,NO
GPRASP2,NO,NO
EBP,NO,NO
SFN,NO,NO
MPP4,NO,NO
OPN5,NO,NO
ABCA13,NO,NO
SERPINA3,NO,NO
ZNF283,NO,NO
NUP210L,NO,NO
HIST1H1A,NO,NO
ATRNL1,NO,NO
MC5R,NO,NO
CDC42EP1,NO,NO
MFAP2,NO,NO
L1TD1,NO,NO
CACNB4,NO,NO
CCDC59,NO,NO
TIGD7,NO,NO
TMEM86B,NO,NO
SETDB1,NO,NO
FUCA1,NO,NO
TRPV6,NO,NO
WDR86,NO,NO
PTPDC1,NO,NO
IFNA8,NO,NO
WAC,NO,NO
PNMA3,NO,NO
CAPG,NO,NO
SOX4,NO,NO
NDUFB5,NO,NO
FAM3D,NO,NO
CBWD1,NO,NO
NKG7,NO,NO
ASIP,NO,NO
COL4A5,NO,NO
FIGF,NO,NO
PLA2G2D,NO,NO
TUBB2A,NO,NO
SCARF1,NO,NO
DEFB126,NO,NO
BEX2,NO,NO
ATP6V1G3,NO,NO
SOAT2,NO,NO
ITPKB,NO,NO
TLX2,NO,NO
CTGF,NO,NO
PENK,NO,NO
UCP3,NO,NO
TPSAB1,NO,NO
CISH,NO,NO
SLC35D2,NO,NO
ROBO4,NO,NO
FOXR2,NO,NO
MTIF2,NO,NO
COX17,NO,NO
SLC2A8,NO,NO
DDHD1,NO,NO
RPLP1,NO,NO
MEIS3,NO,NO
ARR3,NO,NO
RASSF5,NO,NO
CNKSR1,NO,NO
CXCL3,NO,NO
KCNH2,NO,NO
SPINT1,NO,NO
OR2C1,NO,NO
MUC7,NO,NO
CDT1,NO,NO
ZNF180,NO,NO
HDAC6,NO,NO
SP100,NO,NO
VILL,NO,NO
LSM11,NO,NO
SAMD3,NO,NO
TNNT3,NO,NO
ERCC4,NO,NO
SETD4,NO,NO
POPDC3,NO,NO
NDUFV1,NO,NO
ITLN1,NO,NO
COL9A1,NO,NO
TRDN,NO,NO
CCDC53,NO,NO
SERPINA1,NO,NO
CIB2,NO,NO
CYP4F8,NO,NO
CCDC9,NO,NO
DNAJB4,NO,NO
BRDT,NO,NO
GAK,NO,NO
ANKRD26,NO,NO
OR5L2,NO,NO
KLK8,NO,NO
NR1H2,NO,NO
F2RL3,NO,NO
SPINK6,NO,NO
HIST1H3F,NO,NO
ASL,NO,NO
TTBK2,NO,NO
MBP,NO,NO
EAF1,NO,NO
KCTD16,NO,NO
WISP3,NO,NO
SRPX2,NO,NO
SRY,NO,NO
EPS15,NO,NO
SNRK,NO,NO
FSCN3,NO,NO
EPB42,NO,NO
NUDCD2,NO,NO
RNASE6,NO,NO
CD247,NO,NO
IL1A,NO,NO
ACP1,NO,NO
HCP5,NO,NO
GPR6,NO,NO
TAPBP,NO,NO
SYTL3,NO,NO
ABRA,NO,NO
NID2,NO,NO
SRP14,NO,NO
SEMA4A,NO,NO
ATP10B,NO,NO
ANKRD49,NO,NO
FAM96A,NO,NO
PDE6B,NO,NO
TNNI3,NO,NO
SOX10,NO,NO
IQCC,NO,NO
CASP8,NO,NO
LRRFIP2,NO,NO
SI,NO,NO
ZNF141,NO,NO
GPR31,NO,NO
ZFP41,NO,NO
MRPL48,NO,NO
PRSS23,NO,NO
CD81,NO,NO
ZNF154,NO,NO
ZNF266,NO,NO
ARFGAP1,NO,NO
SEC14L4,NO,NO
ATG4A,NO,NO
CNGA3,NO,NO
RNF4,NO,NO
KHDRBS3,NO,NO
AK1,NO,NO
APBB1IP,NO,NO
SLC16A7,NO,NO
IGFL1,NO,NO
GGA1,NO,NO
HIST1H3E,NO,NO
MOGAT2,NO,NO
CTSG,NO,NO
ZFP1,NO,NO
DPPA4,NO,NO
SYNPO2,NO,NO
AGPAT2,NO,NO
SYTL2,NO,NO
TNNC2,NO,NO
GP9,NO,NO
MRPS24,NO,NO
FAM108A1,NO,NO
TYK2,NO,NO
CYP2J2,NO,NO
KCNMB3,NO,NO
RTTN,NO,NO
SIRPG,NO,NO
CSF2RB,NO,NO
CASQ2,NO,NO
STX11,NO,NO
AIP,NO,NO
BEST2,NO,NO
SETMAR,NO,NO
MAPK13,NO,NO
CEP78,NO,NO
SMTNL1,NO,NO
FAM101B,NO,NO
TOMM34,NO,NO
SLC22A15,NO,NO
SDCCAG10,NO,NO
TMEM62,NO,NO
RHBDL2,NO,NO
SPATA21,NO,NO
RHAG,NO,NO
GPR63,NO,NO
COX19,NO,NO
FBXO25,NO,NO
LCN12,NO,NO
CNGB1,NO,NO
ZNF177,NO,NO
PRKACA,NO,NO
TM4SF20,NO,NO
GJB6,NO,NO
FUT5,NO,NO
LCE3D,NO,NO
VIPR2,NO,NO
INPP5E,NO,NO
GJB2,NO,NO
ACPT,NO,NO
SLC27A1,NO,NO
NOX4,NO,NO
HP,NO,NO
ATP8B3,NO,NO
RAD54L2,NO,NO
FAM8A1,NO,NO
TMEM14C,NO,NO
IFNG,NO,NO
SRD5A2,NO,NO
TRIM10,NO,NO
LOC286238,NO,NO
TSSK4,NO,NO
TINF2,NO,NO
BCAM,NO,NO
WTIP,NO,NO
TDRD10,NO,NO
PGBD2,NO,NO
HS6ST1,NO,NO
MORC1,NO,NO
HIST1H2AJ,NO,NO
SERPINB2,NO,NO
OGFR,NO,NO
CHAF1B,NO,NO
IL2RB,NO,NO
SYTL4,NO,NO
TUBA3D,NO,NO
DRD5,NO,NO
PCDHB7,NO,NO
C1QTNF2,NO,NO
PTP4A1,NO,NO
SAA1,NO,NO
TMC7,NO,NO
CREB3L3,NO,NO
ZNF529,NO,NO
MCOLN3,NO,NO
ADCK2,NO,NO
RNF17,NO,NO
CLEC14A,NO,NO
PGBD4,NO,NO
PRM1,NO,NO
VMO1,NO,NO
EVI5L,NO,NO
PHF13,NO,NO
NEU4,NO,NO
SNX7,NO,NO
PAQR7,NO,NO
RBM34,NO,NO
HPX,NO,NO
SS18L1,NO,NO
HSF2BP,NO,NO
IL9R,NO,NO
IL9R,NO,NO
CDC42EP2,NO,NO
KRTAP5-8,NO,NO
CPNE6,NO,NO
MFAP1,NO,NO
PAQR5,NO,NO
ZNF75A,NO,NO
ZNF681,NO,NO
VAMP3,NO,NO
MRAS,NO,NO
ALDH8A1,NO,NO
PTCRA,NO,NO
NDUFA12,NO,NO
PIK3R5,NO,NO
BTNL3,NO,NO
C5AR1,NO,NO
UQCR,NO,NO
ITGB5,NO,NO
OR11A1,NO,NO
SMC5,NO,NO
ADCY6,NO,NO
SSPN,NO,NO
EMB,NO,NO
GRM6,NO,NO
CLDN23,NO,NO
FBXO31,NO,NO
MRPS21,NO,NO
RAB6C,NO,NO
PLK4,NO,NO
LZTS1,NO,NO
INSL4,NO,NO
BCL2A1,NO,NO
RGN,NO,NO
CYP27C1,NO,NO
ANKRD42,NO,NO
CYP4F2,NO,NO
ZNF334,NO,NO
RPE65,NO,NO
TREML4,NO,NO
MEGF8,NO,NO
PRKRA,NO,NO
PROM2,NO,NO
YWHAQ,NO,NO
GPR128,NO,NO
HYAL1,NO,NO
SULT1E1,NO,NO
UGT2B4,NO,NO
BTN3A1,NO,NO
ATP6V1F,NO,NO
DPY19L1,NO,NO
PYGO1,NO,NO
ZNF561,NO,NO
GADD45GIP1,NO,NO
LILRB5,NO,NO
GPR32,NO,NO
ZNF567,NO,NO
DEFB128,NO,NO
CSTB,NO,NO
HTR1D,NO,NO
ZNF7,NO,NO
BRD4,NO,NO
ZNF793,NO,NO
ALB,NO,NO
ACSL6,NO,NO
TRIB1,NO,NO
LOC123688,NO,NO
PAF1,NO,NO
CST11,NO,NO
PFKFB1,NO,NO
DAPP1,NO,NO
ZDHHC16,NO,NO
POLL,NO,NO
IFITM1,NO,NO
RASAL1,NO,NO
CREBL2,NO,NO
GALC,NO,NO
ACSM2A,NO,NO
SERPINB3,NO,NO
DDX49,NO,NO
CLCN4,NO,NO
DCLRE1B,NO,NO
SLAMF9,NO,NO
CD200,NO,NO
ZNF76,NO,NO
TFR2,NO,NO
SPATC1,NO,NO
FBP2,NO,NO
HERC4,NO,NO
KLRD1,NO,NO
SERPINA12,NO,NO
TSHR,NO,NO
HSD17B2,NO,NO
HSPA12B,NO,NO
TAF7L,NO,NO
GAD2,NO,NO
ALDH1L1,NO,NO
SLC7A11,NO,NO
TTRAP,NO,NO
OR6B1,NO,NO
TRIM4,NO,NO
SRI,NO,NO
UPK3B,NO,NO
RGL3,NO,NO
SHOX,NO,NO
SHOX,NO,NO
CHST3,NO,NO
BTG4,NO,NO
NDN,NO,NO
FFAR2,NO,NO
CYP4A22,NO,NO
ZNF501,NO,NO
SLC22A14,NO,NO
NCOA7,NO,NO
CPNE7,NO,NO
MTNR1A,NO,NO
CCDC112,NO,NO
CDC42BPG,NO,NO
CCS,NO,NO
KIR3DL2,NO,NO
CSDC2,NO,NO
GPX1,NO,NO
CPVL,NO,NO
NODAL,NO,NO
CHST5,NO,NO
CST1,NO,NO
ENPP5,NO,NO
TMEM181,NO,NO
IL22RA2,NO,NO
SYK,NO,NO
RG9MTD3,NO,NO
CALML4,NO,NO
TUBGCP6,NO,NO
TFAP2E,NO,NO
GMCL1,NO,NO
PPAPDC1A,NO,NO
KNTC1,NO,NO
TCL1B,NO,NO
ANKS4B,NO,NO
DLGAP2,NO,NO
ZNF229,NO,NO
FBXW12,NO,NO
SH3TC1,NO,NO
SFRP1,NO,NO
PGBD5,NO,NO
NPPA,NO,NO
SLC25A34,NO,NO
GLUL,NO,NO
GALNAC4S-6ST,NO,NO
LDHB,NO,NO
MSLN,NO,NO
OR7A10,NO,NO
MAGEB6,NO,NO
NDUFV3,NO,NO
ABI3BP,NO,NO
CNTNAP3,NO,NO
RNF167,NO,NO
PTPN22,NO,NO
FMO2,NO,NO
ZZZ3,NO,NO
PPEF2,NO,NO
FBXO18,NO,NO
PRRG4,NO,NO
OR8G2,NO,NO
GALR1,NO,NO
DNAJB8,NO,NO
NCF2,NO,NO
CDKN2AIP,NO,NO
FAM53A,NO,NO
TRPV5,NO,NO
ASZ1,NO,NO
MYOZ1,NO,NO
UBE4A,NO,NO
NDUFAB1,NO,NO
COMMD7,NO,NO
SUSD2,NO,NO
LEFTY1,NO,NO
FEV,NO,NO
ACPP,NO,NO
UROS,NO,NO
NRIP2,NO,NO
SERPINB12,NO,NO
GOLT1A,NO,NO
KLHDC8B,NO,NO
KCNAB1,NO,NO
WDFY3,NO,NO
IFNGR1,NO,NO
PRSS2,NO,NO
ADAM7,NO,NO
TMEM71,NO,NO
FAM49B,NO,NO
SUSD1,NO,NO
NAALAD2,NO,NO
MMP8,NO,NO
GAS6,NO,NO
NARFL,NO,NO
RDH13,NO,NO
IFI30,NO,NO
XBP1,NO,NO
BDH1,NO,NO
BDH2,NO,NO
STRAP,NO,NO
PPP1R14A,NO,NO
SLC35E4,NO,NO
RHD,NO,NO
MRPL55,NO,NO
FXYD4,NO,NO
LGALS13,NO,NO
FAM102B,NO,NO
HADHA,NO,NO
THAP6,NO,NO
CDC42SE2,NO,NO
RARRES2,NO,NO
IGSF9B,NO,NO
CCNT1,NO,NO
NEIL1,NO,NO
SDF4,NO,NO
RNPEP,NO,NO
LOC642587,NO,NO
GKN1,NO,NO
OTOS,NO,NO
HBS1L,NO,NO
NEDD9,NO,NO
ASH2L,NO,NO
CRAT,NO,NO
GDPD5,NO,NO
FAM89B,NO,NO
CAPN1,NO,NO
PNPLA2,NO,NO
SLC2A14,NO,NO
TEAD4,NO,NO
CDCA4,NO,NO
SLC28A2,NO,NO
VPS13C,NO,NO
DDX19B,NO,NO
ZNF19,NO,NO
CNDP1,NO,NO
XAB2,NO,NO
SIGLEC12,NO,NO
CDH26,NO,NO
VPREB3,NO,NO
DMP1,NO,NO
OR8D1,NO,NO
PTMS,NO,NO
SIGLEC6,NO,NO
PCP4L1,NO,NO
ZNF514,NO,NO
PROL1,NO,NO
IFRD1,NO,NO
CST5,NO,NO
TNN,NO,NO
KIAA1109,NO,NO
BRUNOL5,NO,NO
NPR1,NO,NO
HIST1H3H,NO,NO
MMP17,NO,NO
EPSTI1,NO,NO
CYP2A7,NO,NO
NRD1,NO,NO
FZD6,NO,NO
MYEOV,NO,NO
STARD6,NO,NO
ZNF85,NO,NO
KHSRP,NO,NO
PI3,NO,NO
QPCT,NO,NO
PTPN13,NO,NO
VNN1,NO,NO
MOGAT1,NO,NO
GABRP,NO,NO
ULBP3,NO,NO
FAM50B,NO,NO
LANCL2,NO,NO
PSAT1,NO,NO
MRE11A,NO,NO
KRT6C,NO,NO
SPPL3,NO,NO
WSB2,NO,NO
TMOD2,NO,NO
BNIP2,NO,NO
PSPN,NO,NO
ZIK1,NO,NO
DPM1,NO,NO
SLC22A8,NO,NO
TRPC6,NO,NO
TCL1A,NO,NO
PFKFB2,NO,NO
ZNF471,NO,NO
KIAA1755,NO,NO
KCTD18,NO,NO
PCYOX1,NO,NO
NEU2,NO,NO
ABT1,NO,NO
APOM,NO,NO
INTS10,NO,NO
RLN2,NO,NO
ACTR6,NO,NO
SLC39A2,NO,NO
DMC1,NO,NO
CPXCR1,NO,NO
SCN3A,NO,NO
FOXI1,NO,NO
LCN10,NO,NO
RND1,NO,NO
SNRPB2,NO,NO
PARS2,NO,NO
SLC35F5,NO,NO
IQCF3,NO,NO
TAL2,NO,NO
CCDC68,NO,NO
PSCA,NO,NO
SLC9A7,NO,NO
S100A12,NO,NO
ZNF235,NO,NO
TRAT1,NO,NO
UNC5D,NO,NO
ARMETL1,NO,NO
NOTCH2,NO,NO
CNOT6,NO,NO
ZBTB8OS,NO,NO
MRPL4,NO,NO
GTF3C2,NO,NO
ISG20L2,NO,NO
NUP35,NO,NO
TMBIM4,NO,NO
TAF4,NO,NO
COMMD2,NO,NO
TRMT1,NO,NO
H2AFV,NO,NO
DCTD,NO,NO
CDC20,NO,NO
TFAM,NO,NO
STAT2,NO,NO
GTPBP4,NO,NO
CCT5,NO,NO
GPAA1,NO,NO
FBXO9,NO,NO
UBE2G2,NO,NO
SLC25A12,NO,NO
HMBS,NO,NO
BCS1L,NO,NO
ST3GAL2,NO,NO
ALG8,NO,NO
GTF3C1,NO,NO
RFK,NO,NO
NUP160,NO,NO
FDX1,NO,NO
DDX58,NO,NO
COQ3,NO,NO
FCER2,NO,NO
NASP,NO,NO
UBE2F,NO,NO
NUP93,NO,NO
PFAS,NO,NO
CENPE,NO,NO
KIAA1826,NO,NO
SLC30A6,NO,NO
ATAD3A,NO,NO
FKBP4,NO,NO
NETO2,NO,NO
CEP76,NO,NO
KIAA0391,NO,NO
EIF4EBP2,NO,NO
LSM2,NO,NO
SAMM50,NO,NO
POLR2L,NO,NO
CIAPIN1,NO,NO
GPR172A,NO,NO
TOR1A,NO,NO
VKORC1L1,NO,NO
MPHOSPH10,NO,NO
ASPM,NO,NO
THYN1,NO,NO
EHD1,NO,NO
FLJ20674,NO,NO
NMNAT1,NO,NO
TMEM50B,NO,NO
HEATR1,NO,NO
ECT2,NO,NO
MTMR9,NO,NO
PRMT6,NO,NO
WDR74,NO,NO
CCNF,NO,NO
SGOL2,NO,NO
CLCN7,NO,NO
SOX13,NO,NO
MSH2,NO,NO
SPI1,NO,NO
PKD2,NO,NO
IFT57,NO,NO
WDR8,NO,NO
TERF1,NO,NO
SUOX,NO,NO
TOMM22,NO,NO
DNAJB12,NO,NO
CDKN3,NO,NO
PTPN18,NO,NO
KLHL13,NO,NO
PIP5K1A,NO,NO
DCLRE1C,NO,NO
FAM98B,NO,NO
TTC30B,NO,NO
USP38,NO,NO
TROAP,NO,NO
PSMD5,NO,NO
LARS2,NO,NO
BRD7,NO,NO
DDX27,NO,NO
TRIAP1,NO,NO
CYB5B,NO,NO
PROSC,NO,NO
HIST1H4C,NO,NO
IFITM3,NO,NO
KIAA0226,NO,NO
ROGDI,NO,NO
MRPS10,NO,NO
FRAT1,NO,NO
DHX36,NO,NO
POP5,NO,NO
ATG10,NO,NO
HIBCH,NO,NO
ALDH5A1,NO,NO
ETF1,NO,NO
TOR3A,NO,NO
GSR,NO,NO
TTF2,NO,NO
TOMM40,NO,NO
AGPS,NO,NO
EIF2B1,NO,NO
AHSA1,NO,NO
SEC23B,NO,NO
MUC16,NO,NO
YWHAB,NO,NO
SETD8,NO,NO
INTS3,NO,NO
ANKFY1,NO,NO
LACTB2,NO,NO
RPP14,NO,NO
KPNA3,NO,NO
SACM1L,NO,NO
INCENP,NO,NO
CSTF3,NO,NO
NBEAL1,NO,NO
PNRC2,NO,NO
USP46,NO,NO
SETD3,NO,NO
MTFMT,NO,NO
ATG4C,NO,NO
SCAP,NO,NO
SRPK1,NO,NO
CCDC12,NO,NO
OTUB1,NO,NO
EMR1,NO,NO
CENPB,NO,NO
TPMT,NO,NO
ANXA7,NO,NO
PRSS12,NO,NO
HMMR,NO,NO
PAK1IP1,NO,NO
POLR1B,NO,NO
AQP11,NO,NO
SRGAP1,NO,NO
DDX21,NO,NO
TMEM9B,NO,NO
DICER1,NO,NO
KLHDC5,NO,NO
TUSC2,NO,NO
METAP2,NO,NO
UROD,NO,NO
LARS,NO,NO
ZWINT,NO,NO
RUVBL1,NO,NO
GRK6,NO,NO
VASP,NO,NO
TIPRL,NO,NO
MRPS17,NO,NO
ACTR5,NO,NO
MLH1,NO,NO
TLR10,NO,NO
SF3B5,NO,NO
PARP12,NO,NO
DNASE1L3,NO,NO
ECD,NO,NO
DAZAP1,NO,NO
KIF4A,NO,NO
MRPL35,NO,NO
AHCTF1,NO,NO
KATNB1,NO,NO
APEH,NO,NO
YTHDF1,NO,NO
WDR4,NO,NO
ATR,NO,NO
MFSD5,NO,NO
HCCS,NO,NO
GBP1,NO,NO
SIVA1,NO,NO
MTAP,NO,NO
PEX1,NO,NO
TRAPPC3,NO,NO
GPAM,NO,NO
IL27RA,NO,NO
PSME2,NO,NO
HERC2,NO,NO
SCLY,NO,NO
EPM2AIP1,NO,NO
CEP192,NO,NO
KIAA0317,NO,NO
FAM83D,NO,NO
SDAD1,NO,NO
MFN2,NO,NO
MINPP1,NO,NO
TRNT1,NO,NO
RAB23,NO,NO
MS4A1,NO,NO
RAD1,NO,NO
TSEN2,NO,NO
DDX19A,NO,NO
MRPL47,NO,NO
TMEM48,NO,NO
DCTN5,NO,NO
DNAJC15,NO,NO
TTLL12,NO,NO
P2RX5,NO,NO
CFLAR,NO,NO
TRRAP,NO,NO
GOT2,NO,NO
ZNF234,NO,NO
GAS2L1,NO,NO
DPM2,NO,NO
SPATA2,NO,NO
LTV1,NO,NO
LRRC8D,NO,NO
IQCE,NO,NO
PPP1R3D,NO,NO
HTATSF1,NO,NO
PSMA4,NO,NO
RIPK1,NO,NO
AKR1B10,NO,NO
HIP1,NO,NO
GGCX,NO,NO
RWDD4A,NO,NO
SLC35B4,NO,NO
WDR12,NO,NO
ANAPC7,NO,NO
NNMT,NO,NO
OSBPL11,NO,NO
CEBPZ,NO,NO
PDCD2,NO,NO
LIG4,NO,NO
ULK4,NO,NO
FCRL1,NO,NO
TTL,NO,NO
ADORA1,NO,NO
SPATA5,NO,NO
RABL4,NO,NO
NUF2,NO,NO
HYPK,NO,NO
AFG3L2,NO,NO
USF2,NO,NO
TMEM70,NO,NO
GDA,NO,NO
IPO8,NO,NO
SEC23IP,NO,NO
TSTA3,NO,NO
FAM111A,NO,NO
ATP2A3,NO,NO
APTX,NO,NO
METTL4,NO,NO
BST2,NO,NO
HTN3,NO,NO
COX6B2,NO,NO
RPL26L1,NO,NO
FASTK,NO,NO
POP7,NO,NO
ZNF30,NO,NO
MCM4,NO,NO
PPHLN1,NO,NO
TIMM17A,NO,NO
CTSC,NO,NO
PRKD3,NO,NO
RET,NO,NO
ANKH,NO,NO
OSTM1,NO,NO
FXN,NO,NO
RHOD,NO,NO
IFIT3,NO,NO
ADRA1B,NO,NO
RACGAP1,NO,NO
ADD1,NO,NO
POLR2K,NO,NO
ATP6V1E2,NO,NO
GTF3C3,NO,NO
SCYL2,NO,NO
ZDHHC13,NO,NO
DYX1C1,NO,NO
ZMPSTE24,NO,NO
SH3GLB2,NO,NO
GFER,NO,NO
PARN,NO,NO
PTTG1,NO,NO
KAL1,NO,NO
CD48,NO,NO
PPIL5,NO,NO
STIL,NO,NO
FREM1,NO,NO
TMEM129,NO,NO
ZNF322A,NO,NO
KLHL8,NO,NO
CCDC51,NO,NO
DDX23,NO,NO
IKBKE,NO,NO
FAM135A,NO,NO
CCT2,NO,NO
PYCR2,NO,NO
SETDB2,NO,NO
GSTM4,NO,NO
TMTC3,NO,NO
MKL2,NO,NO
BYSL,NO,NO
SURF1,NO,NO
MUM1,NO,NO
PSMD9,NO,NO
ZNF174,NO,NO
MTDH,NO,NO
RARG,NO,NO
USP13,NO,NO
PSMB5,NO,NO
SHQ1,NO,NO
CENPJ,NO,NO
IFI44,NO,NO
NIF3L1,NO,NO
HIST1H1E,NO,NO
FREQ,NO,NO
PITPNB,NO,NO
PIGK,NO,NO
FRS2,NO,NO
UTP15,NO,NO
POP4,NO,NO
CYTL1,NO,NO
CDK5,NO,NO
PPIF,NO,NO
ALG6,NO,NO
TINAGL1,NO,NO
MAGOH,NO,NO
PSMD6,NO,NO
LRRC31,NO,NO
TLR4,NO,NO
CHUK,NO,NO
NUFIP1,NO,NO
DNAJA2,NO,NO
NIP30,NO,NO
DNM1L,NO,NO
STARD7,NO,NO
GNA12,NO,NO
ZNF322B,NO,NO
ZNF566,NO,NO
SSU72,NO,NO
MFN1,NO,NO
LY6E,NO,NO
CHORDC1,NO,NO
PARVG,NO,NO
ISG15,NO,NO
INTS7,NO,NO
TEX261,NO,NO
AADACL1,NO,NO
CSPP1,NO,NO
WAPAL,NO,NO
MKKS,NO,NO
APOA1BP,NO,NO
PHACTR2,NO,NO
HELLS,NO,NO
UPF3A,NO,NO
SLC38A6,NO,NO
UBR1,NO,NO
CKAP2L,NO,NO
CDC25A,NO,NO
RFC3,NO,NO
BID,NO,NO
ATP5G3,NO,NO
PHF20L1,NO,NO
VAV2,NO,NO
COX4NB,NO,NO
NUP50,NO,NO
IFI44L,NO,NO
NUDCD3,NO,NO
FTSJ2,NO,NO
CSF1,NO,NO
RGS22,NO,NO
ARL2BP,NO,NO
PON2,NO,NO
SAMD9,NO,NO
KIAA0652,NO,NO
MPPE1,NO,NO
RPL7L1,NO,NO
NMI,NO,NO
ANKRD32,NO,NO
GTF2H4,NO,NO
XKR4,NO,NO
NAT1,NO,NO
POLR1E,NO,NO
DKK1,NO,NO
POLR3B,NO,NO
WFDC8,NO,NO
APEX2,NO,NO
TAF2,NO,NO
KIAA1279,NO,NO
CCNE1,NO,NO
SLC6A20,NO,NO
PPAP2C,NO,NO
SLAIN2,NO,NO
UBE2A,NO,NO
KIRREL,NO,NO
MANSC1,NO,NO
DAP,NO,NO
ZNF434,NO,NO
COQ2,NO,NO
CASP6,NO,NO
CDC25C,NO,NO
GAPVD1,NO,NO
CLPTM1,NO,NO
HP1BP3,NO,NO
PHLPPL,NO,NO
WNT8B,NO,NO
PRM3,NO,NO
AP4B1,NO,NO
PAFAH2,NO,NO
LBR,NO,NO
MANEA,NO,NO
CRK,NO,NO
WDR19,NO,NO
PTCD2,NO,NO
COPS6,NO,NO
PPP2R4,NO,NO
IKBKAP,NO,NO
FGD4,NO,NO
NMBR,NO,NO
KIF21A,NO,NO
ATP11A,NO,NO
S100A8,NO,NO
COPS5,NO,NO
AAAS,NO,NO
NTSR1,NO,NO
SLC16A8,NO,NO
ADI1,NO,NO
IDH1,NO,NO
GUF1,NO,NO
MED4,NO,NO
MARK3,NO,NO
LRRK1,NO,NO
MICAL1,NO,NO
MAPKAPK3,NO,NO
TMEM138,NO,NO
ADSL,NO,NO
NGRN,NO,NO
TNFSF14,NO,NO
CDC7,NO,NO
DUSP19,NO,NO
GTPBP5,NO,NO
SSX2IP,NO,NO
ECHDC1,NO,NO
PLXNA2,NO,NO
NUDT3,NO,NO
NDUFAF1,NO,NO
FAM58A,NO,NO
PCYT1A,NO,NO
MDH2,NO,NO
ZC3H12C,NO,NO
COCH,NO,NO
TUBB4,NO,NO
ZNF117,NO,NO
DECR1,NO,NO
RANBP6,NO,NO
CKAP2,NO,NO
TIMM44,NO,NO
PPM1F,NO,NO
ZMYM1,NO,NO
SLC35D1,NO,NO
SLC25A20,NO,NO
PAFAH1B2,NO,NO
NEFH,NO,NO
MAGEE1,NO,NO
RPA1,NO,NO
TM4SF19,NO,NO
TCHP,NO,NO
DDC,NO,NO
ZNF785,NO,NO
ATIC,NO,NO
UCP1,NO,NO
GPR56,NO,NO
RSPRY1,NO,NO
SOCS6,NO,NO
TNFAIP8L1,NO,NO
MCAT,NO,NO
ODC1,NO,NO
CCR1,NO,NO
ST6GAL2,NO,NO
CLDN11,NO,NO
CCDC99,NO,NO
EXOSC3,NO,NO
TRIM22,NO,NO
MIPOL1,NO,NO
FLJ11506,NO,NO
AMPD1,NO,NO
MARS2,NO,NO
TRAM1L1,NO,NO
RNF14,NO,NO
SLC17A4,NO,NO
DNAJC4,NO,NO
KIF23,NO,NO
CBR4,NO,NO
RGS3,NO,NO
NPM3,NO,NO
WFIKKN1,NO,NO
ZNF689,NO,NO
PADI3,NO,NO
KIF2C,NO,NO
ALPPL2,NO,NO
UNC50,NO,NO
MAPK9,NO,NO
WARS,NO,NO
RNASE7,NO,NO
TBL3,NO,NO
SCO2,NO,NO
HEATR5A,NO,NO
SP110,NO,NO
MST1R,NO,NO
GNPDA1,NO,NO
NFE2L3,NO,NO
CD151,NO,NO
ZNF195,NO,NO
ZNF641,NO,NO
GTF2F1,NO,NO
HCK,NO,NO
SF3B4,NO,NO
CPSF3,NO,NO
POLR1A,NO,NO
KIF15,NO,NO
ARL10,NO,NO
EFCAB2,NO,NO
LSM5,NO,NO
TRMT12,NO,NO
WFDC3,NO,NO
NEK4,NO,NO
SHPRH,NO,NO
RCN2,NO,NO
IL17C,NO,NO
HBQ1,NO,NO
TOR1B,NO,NO
MRPS15,NO,NO
PLRG1,NO,NO
INTS1,NO,NO
GBX1,NO,NO
BBS7,NO,NO
DHX29,NO,NO
SMU1,NO,NO
DNMT1,NO,NO
CD1A,NO,NO
BBOX1,NO,NO
PRPF4,NO,NO
NRP1,NO,NO
FARS2,NO,NO
HRASLS2,NO,NO
KIAA1704,NO,NO
ITGAX,NO,NO
SEPHS2,NO,NO
ESX1,NO,NO
FTSJ1,NO,NO
CDCA8,NO,NO
HSPA1B,NO,NO
PTGES2,NO,NO
DR1,NO,NO
RXFP1,NO,NO
FAM54A,NO,NO
TPK1,NO,NO
SFXN4,NO,NO
SESN3,NO,NO
MKI67IP,NO,NO
PIGY,NO,NO
POMZP3,NO,NO
PEX16,NO,NO
SPTBN2,NO,NO
RRN3,NO,NO
DHX34,NO,NO
PRPF6,NO,NO
GPR173,NO,NO
LCN2,NO,NO
THUMPD1,NO,NO
KIAA1468,NO,NO
PCSK7,NO,NO
ZNF45,NO,NO
CKLF,NO,NO
E2F6,NO,NO
SHARPIN,NO,NO
RARRES3,NO,NO
GPR172B,NO,NO
CCBE1,NO,NO
